en	sentence1	sentence2	label
on the work front, deepika padukone is currently shooting for her upcoming film padmavati which is directed by sanjay leela bhansali.	ವೃತ್ತಿ ಜೀವನದಲ್ಲಿ, ದೀಪಿಕಾ ಪಡುಕೋಣೆಯವರು ಪ್ರಸ್ತುತ ಸಂಜಯ್ ಲೀಲಾ ಬನ್ಸಾಲಿ ನಿರ್ದೇಶನದ ಮುಂಬರುವ ಚಿತ್ರ ಪದ್ಮಾವತಿಯ ಚಿತ್ರೀಕರಣದಲ್ಲಿದ್ದಾರೆ.	ವೃತ್ತಿ ಜೀವನದಲ್ಲಿ, ದೀಪಿಕಾ ಪಡುಕೋಣೆಯವರು ಪ್ರಸ್ತುತ ಸಂಜಯ್ ಲೀಲಾ ಬನ್ಸಾಲಿ ನಿರ್ದೇಶನದ ಮುಂಬರುವ ಚಿತ್ರ ಪದ್ಮಾವತಿ ಚಿತ್ರದ  ಚಿತ್ರೀಕರಣದಲ್ಲಿ ವ್ಯಸ್ತರಾಗಿದ್ದಾರೆ.	1
on the work front, deepika padukone is currently shooting for her upcoming film padmavati which is directed by sanjay leela bhansali.	ವೃತ್ತಿ ಜೀವನದಲ್ಲಿ, ದೀಪಿಕಾ ಪಡುಕೋಣೆಯವರು ಪ್ರಸ್ತುತ ಸಂಜಯ್ ಲೀಲಾ ಬನ್ಸಾಲಿ ನಿರ್ದೇಶನದ ಮುಂಬರುವ ಚಿತ್ರ ಪದ್ಮಾವತಿಯ ಚಿತ್ರೀಕರಣದಲ್ಲಿದ್ದಾರೆ.	ವೃತ್ತಿ ಜೀವನದಲ್ಲಿ,  ಸಂಜಯ್ ಲೀಲಾ ಬನ್ಸಾಲಿಯವರು ಪ್ರಸ್ತುತ ದೀಪಿಕಾ ಪಡುಕೋಣೆ ನಿರ್ದೇಶನದ ಮುಂಬರುವ ಚಿತ್ರ ಪದ್ಮಾವತಿಯ ಚಿತ್ರೀಕರಣದಲ್ಲಿದ್ದಾರೆ.	0
a total of 293 members voted in favour of introducing the bill, while 82 voted against.	ಒಟ್ಟು 293 ಸದಸ್ಯರು ಮಸೂದೆಯನ್ನು ಜಾರಿಗೊಳಿಸುವ ಪರವಾಗಿ ಮತ ಚಲಾಯಿಸಿದರೆ  82 ಮತಗಳು ವಿರುದ್ಧವಾಗಿದ್ದವು. 	ಮಸೂದೆಯ ಪರವಾಗಿ 293 ಮತ್ತು ವಿರುದ್ಧವಾಗಿ 82 ಮತಗಳು ಚಲಾವಣೆಯಾದವು.	1
a total of 293 members voted in favour of introducing the bill, while 82 voted against.	ಒಟ್ಟು 293 ಸದಸ್ಯರು ಮಸೂದೆಯನ್ನು ಜಾರಿಗೊಳಿಸುವ ಪರವಾಗಿ ಮತ ಚಲಾಯಿಸಿದರೆ  82 ಮತಗಳು ವಿರುದ್ಧವಾಗಿದ್ದವು. 	ಒಟ್ಟು 293 ಸದಸ್ಯರು ಮಸೂದೆಯನ್ನು ಜಾರಿಗೊಳಿಸುವುದನ್ನು ವಿರೋಧಿಸಿ  ಮತ ಚಲಾಯಿಸಿದರೆ  82 ಮತಗಳು ಪರವಾಗಿದ್ದವು. 	0
on the incident, the police have registered a case against the accused and are investigating further.	ಘಟನೆಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪೊಲೀಸರು ಆರೋಪಿಗಳ ವಿರುದ್ಧ ಪ್ರಕರಣ ದಾಖಲಿಸಿಕೊಂಡು ತನಿಖೆ ಮುಂದುವರೆಸುತ್ತಿದ್ದಾರೆ .	ಪೊಲೀಸರು ಘಟನೆಗೆ ಸಂಬಂಧಿಸಿದಂತೆ  ಆರೋಪಿಗಳ ವಿರುದ್ಧ ಪ್ರಕರಣ ದಾಖಲಿಸಿಕೊಂಡು ಹೆಚ್ಚಿನ ವಿಚಾರಣೆಗೆ ಮೊದಲಾಗಿದ್ದಾರೆ.	1
on the incident, the police have registered a case against the accused and are investigating further.	ಘಟನೆಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪೊಲೀಸರು ಆರೋಪಿಗಳ ವಿರುದ್ಧ ಪ್ರಕರಣ ದಾಖಲಿಸಿಕೊಂಡು ತನಿಖೆ ಮುಂದುವರೆಸುತ್ತಿದ್ದಾರೆ .	ಘಟನೆಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಪೊಲೀಸರು ಆರೋಪಿಗಳ ವಿರುದ್ಧ ಪ್ರಕರಣ ದಾಖಲಿಸಿಕೊಂಡು ತನಿಖೆ ಮುಂದುವರೆಸುತ್ತಿಲ್ಲ .	0
earlier, the movie had started the opening day at rs 15.55r crore and ended its opening weekend at rs 47.99 crore.	ಆರಂಭದಲ್ಲಿ ಈ ಸಿನಿಮಾ ಬಿಡುಗಡೆಯಾದಮೊದಲ ದಿನ 15.55 ಕೋಟಿ ಗಳಿಕೆ ಮಾಡಿದ್ದು, ಬಿಡುಗಡೆಯಾದ ವಾರಾಂತ್ಯದಲ್ಲಿ 47.99 ಕೋಟಿ ಗಳಿಕೆ ಮಾಡಿದೆ.	 ಬಿಡುಗಡೆಯಾದ ಮೊದಲ ದಿನವೇ 15.55 ಕೋಟಿ ಗಳಿಸಿದ ಈ ಚಲನಚಿತ್ರವು ಬಿಡುಗಡೆಯಾದ ವಾರಾಂತ್ಯದಲ್ಲಿ 47.99 ಕೋಟಿ ಗಳಿಕೆ ಮಾಡಿದೆ.	1
earlier, the movie had started the opening day at rs 15.55r crore and ended its opening weekend at rs 47.99 crore.	ಆರಂಭದಲ್ಲಿ ಈ ಸಿನಿಮಾ ಬಿಡುಗಡೆಯಾದಮೊದಲ ದಿನ 15.55 ಕೋಟಿ ಗಳಿಕೆ ಮಾಡಿದ್ದು, ಬಿಡುಗಡೆಯಾದ ವಾರಾಂತ್ಯದಲ್ಲಿ 47.99 ಕೋಟಿ ಗಳಿಕೆ ಮಾಡಿದೆ.	ಆರಂಭದಲ್ಲಿ ಈ ಸಿನಿಮಾ ಬಿಡುಗಡೆಯಾದಮೊದಲ ದಿನ 47.99 ಕೋಟಿ ಗಳಿಕೆ ಮಾಡಿದ್ದು, ಬಿಡುಗಡೆಯಾದ ವಾರಾಂತ್ಯದಲ್ಲಿ  15.55  ಕೋಟಿ ಗಳಿಕೆ ಮಾಡಿದೆ.	0
meanwhile, maharashtra chief minister devendra fadnavis said that a probe has been ordered into the incident.	ಏತನ್ಮಧ್ಯೆ, ಮಹಾರಾಷ್ಟ್ರದ ಮುಖ್ಯಮಂತ್ರಿ ದೇವೇಂದ್ರ ಫಡ್ನವೀಸ್ ಅವರು ಘಟನೆಯ ಬಗ್ಗೆ ತನಿಖೆಗೆ ಆದೇಶಿಸಲಾಗಿದೆ ಎಂದು ತಿಳಿಸಿದ್ದಾರೆ.	ಈ ನಡುವೆ, ಘಟನೆಯ ಬಗ್ಗೆ ತನಿಖೆಗೆ ಆದೇಶಿಸಲಾಗಿದೆ ಎಂದು ಮಹಾರಾಷ್ಟ್ರದ ಮುಖ್ಯಮಂತ್ರಿ ದೇವೇಂದ್ರ ಫಡ್ನವೀಸ್ ಅವರು  ತಿಳಿಸಿದ್ದಾರೆ.	1
meanwhile, maharashtra chief minister devendra fadnavis said that a probe has been ordered into the incident.	ಏತನ್ಮಧ್ಯೆ, ಮಹಾರಾಷ್ಟ್ರದ ಮುಖ್ಯಮಂತ್ರಿ ದೇವೇಂದ್ರ ಫಡ್ನವೀಸ್ ಅವರು ಘಟನೆಯ ಬಗ್ಗೆ ತನಿಖೆಗೆ ಆದೇಶಿಸಲಾಗಿದೆ ಎಂದು ತಿಳಿಸಿದ್ದಾರೆ.	ಏತನ್ಮಧ್ಯೆ, ಮಹಾರಾಷ್ಟ್ರದ ಮುಖ್ಯಮಂತ್ರಿ ದೇವೇಂದ್ರ ಫಡ್ನವೀಸ್ ಅವರು ಘಟನೆಯ ಬಗ್ಗೆ ತನಿಖೆಗೆ ಆದೇಶಿಸಲಾಗುತ್ತದೆ ಎಂದು ತಿಳಿಸಿದ್ದಾರೆ.	0
the nationalist congress party is in power in the state along with the shiv sena and the congress.	ಶಿವಸೇನೆ ಮತ್ತು ಕಾಂಗ್ರೆಸ್ ಜೊತೆಗೆ ರಾಷ್ಟ್ರೀಯವಾದಿ ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷವು ರಾಜ್ಯದಲ್ಲಿ ಅಧಿಕಾರದಲ್ಲಿದೆ.	ಶಿವಸೇನೆ , ಕಾಂಗ್ರೆಸ್ ಹಾಗೂ ರಾಷ್ಟ್ರೀಯವಾದಿ ಕಾಂಗ್ರೆಸ ಪಕ್ಷ ಮೈತ್ರಿ ಕೂಟ ರಾಜ್ಯದಲ್ಲಿ ಅಧಿಕಾರದಲ್ಲಿದೆ.	1
the nationalist congress party is in power in the state along with the shiv sena and the congress.	ಶಿವಸೇನೆ ಮತ್ತು ಕಾಂಗ್ರೆಸ್ ಜೊತೆಗೆ ರಾಷ್ಟ್ರೀಯವಾದಿ ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷವು ರಾಜ್ಯದಲ್ಲಿ ಅಧಿಕಾರದಲ್ಲಿದೆ.	ಶಿವಸೇನೆ ಮತ್ತು ಕಾಂಗ್ರೆಸ್ ಜೊತೆಗೆ ರಾಷ್ಟ್ರೀಯವಾದಿ ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷವು ರಾಜ್ಯದಲ್ಲಿ ಅಧಿಕಾರದಲ್ಲಿಲ್ಲ.	0
hence, it was necessary for the cbi to investigate this case, he added.	ಆದ್ದರಿಂದ ಈ ಪ್ರಕರಣದ ತನಿಖೆಯನ್ನು ಸಿಬಿಐಗೆ ವಹಿಸುವುದು ಅಗತ್ಯವಾಗಿತ್ತು ಎಂದು ಆತ ಹೇಳಿದರು.	ಹೀಗಾಗಿ ಸಿಬಿಐಗೆ ಈ ಪ್ರಕರಣದ ತನಿಖೆಯನ್ನು  ವಹಿಸುವುದು ಅನಿವಾರ್ಯವಾಗಿತ್ತು ಎಂದು ಆತ ತಿಳಿಸಿದರು.	1
hence, it was necessary for the cbi to investigate this case, he added.	ಆದ್ದರಿಂದ ಈ ಪ್ರಕರಣದ ತನಿಖೆಯನ್ನು ಸಿಬಿಐಗೆ ವಹಿಸುವುದು ಅಗತ್ಯವಾಗಿತ್ತು ಎಂದು ಆತ ಹೇಳಿದರು.	ಆದ್ದರಿಂದ ಈ ಪ್ರಕರಣದ ತನಿಖೆಯನ್ನು ಸಿಬಿಐಗೆ ವಹಿಸುವುದು ಅಗತ್ಯವಾಗಿರಲಿಲ್ಲ ಎಂದು ಆತ ಹೇಳಿದರು.	0
the information has been drawn based on a report by the world health organisation (who).	ವಿಶ್ವ ಆರೋಗ್ಯ ಸಂಸ್ಥೆ ನೀಡಿದ ವರದಿಯನ್ನು ಆಧರಿಸಿ ಈ ಮಾಹಿತಿಯನ್ನು ನೀಡಲಾಗಿದೆ.	ಈ ಮಾಹಿತಿಯು ವಿಶ್ವ ಆರೋಗ್ಯ ಸಂಸ್ಥೆ ನೀಡಿದ ವರದಿಯನ್ನು ಆಧರಿಸಿದೆ.	1
the information has been drawn based on a report by the world health organisation (who).	ವಿಶ್ವ ಆರೋಗ್ಯ ಸಂಸ್ಥೆ ನೀಡಿದ ವರದಿಯನ್ನು ಆಧರಿಸಿ ಈ ಮಾಹಿತಿಯನ್ನು ನೀಡಲಾಗಿದೆ.	ವಿಶ್ವ ಆರೋಗ್ಯ ಸಂಸ್ಥೆ ನೀಡಿದ ವರದಿಯನ್ನು ಆಧರಿಸಿ ಈ ಮಾಹಿತಿಯನ್ನು ನೀಡಲಾಗಿಲ್ಲ.	0
based on the complaint of the victim, the police have initiated a probe in the case.	ಸಂತ್ರಸ್ತ ವ್ಯಕ್ತಿ ನೀಡಿದ ದೂರಿನ ಆಧಾರದ ಮೇಲೆ ಪ್ರಕರಣ ದಾಖಲಿಸಿಕೊಂಡಿರುವ ಪೊಲೀಸರು ತನಿಖೆ ಆರಂಭಿಸಿದ್ದಾರೆ.	ಸಂತ್ರಸ್ತ ವ್ಯಕ್ತಿಯ ದೂರಿನ ಆಧಾರದ ಮೇಲೆ  ಪೊಲೀಸರು ಪ್ರಕರಣ ದಾಖಲಿಸಿಕೊಂಡು ತನಿಖೆ ಆರಂಭಿಸಿದ್ದಾರೆ.	1
based on the complaint of the victim, the police have initiated a probe in the case.	ಸಂತ್ರಸ್ತ ವ್ಯಕ್ತಿ ನೀಡಿದ ದೂರಿನ ಆಧಾರದ ಮೇಲೆ ಪ್ರಕರಣ ದಾಖಲಿಸಿಕೊಂಡಿರುವ ಪೊಲೀಸರು ತನಿಖೆ ಆರಂಭಿಸಿದ್ದಾರೆ.	ಸಂತ್ರಸ್ತ ವ್ಯಕ್ತಿ ನೀಡಿದ ದೂರಿನ ಆಧಾರದ ಮೇಲೆ ಪ್ರಕರಣ ದಾಖಲಿಸಿಕೊಂಡಿರುವ ಪೊಲೀಸರು ತನಿಖೆ ಆರಂಭಿಸಿಲ್ಲ.	0
prizes were given away to winners of several competitions organized as part of womens day.	ಮಹಿಳಾ ದಿನಾಚರಣೆಯ ಅಂಗವಾಗಿ ಆಯೋಜಿಸಿದ್ದ ವಿವಿಧ ಸ್ಪರ್ಧೆಗಳಲ್ಲಿ ವಿಜೇತರಾದವರಿಗೆ ಬಹುಮಾನ ವಿತರಿಸಲಾಯಿತು.	ಮಹಿಳಾ ದಿನಾಚರಣೆಯ ಅಂಗವಾಗಿ ಆಯೋಜಿಸಿದ್ದ ಅನೇಕ ಸ್ಪರ್ಧೆಗಳಲ್ಲಿ ಗೆದ್ದವರಿಗೆ  ಬಹುಮಾನಗಳನ್ನು ನೀಡಲಾಯಿತು.	1
prizes were given away to winners of several competitions organized as part of womens day.	ಮಹಿಳಾ ದಿನಾಚರಣೆಯ ಅಂಗವಾಗಿ ಆಯೋಜಿಸಿದ್ದ ವಿವಿಧ ಸ್ಪರ್ಧೆಗಳಲ್ಲಿ ವಿಜೇತರಾದವರಿಗೆ ಬಹುಮಾನ ವಿತರಿಸಲಾಯಿತು.	ದಿನಾಚರಣೆಯ ಅಂಗವಾಗಿ ಆಯೋಜಿಸಿದ್ದ ವಿವಿಧ ಸ್ಪರ್ಧೆಗಳಲ್ಲಿ ವಿಜೇತರಾದ ಮಹಿಳೆಯರಿಗೆ ಬಹುಮಾನ ವಿತರಿಸಲಾಯಿತು.	0
however, it is suspected that an electrical short circuit had caused the fire.	ಆದಾಗ್ಯೂ, ವಿದ್ಯುತ್ ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟಿನಿಂದಾಗಿ  ಬೆಂಕಿ ಹೊತ್ತಿಕೊಂಡಿರಬಹುದು ಎಂದು ಶಂಕಿಸಲಾಗಿದೆ.	ಆದರೂ, ವಿದ್ಯುತ್ ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್  ಬೆಂಕಿಗೆ ಕಾರಣವಾಗಿರಬಹುದು ಎಂಬ ಸಂದೇಹವಿದೆ.	1
however, it is suspected that an electrical short circuit had caused the fire.	ಆದಾಗ್ಯೂ, ವಿದ್ಯುತ್ ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟಿನಿಂದಾಗಿ  ಬೆಂಕಿ ಹೊತ್ತಿಕೊಂಡಿರಬಹುದು ಎಂದು ಶಂಕಿಸಲಾಗಿದೆ.	ಆದಾಗ್ಯೂ, ವಿದ್ಯುತ್ ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟಿನಿಂದಾಗಿ  ಬೆಂಕಿ ಹೊತ್ತಿರಲಾರದು ಎಂದು ಶಂಕಿಸಲಾಗಿದೆ.	0
voting began late in some polling centres due to technical glitches in electronic voting machines (evms).	ವಿದ್ಯುನ್ಮಾನ ಮತಯಂತ್ರಗಳಲ್ಲಿ (ಇವಿಎಂ) ತಾಂತ್ರಿಕ ದೋಷಗಳಿಂದಾಗಿ ಕೆಲವು ಮತಗಟ್ಟೆಗಳಲ್ಲಿ ಮತದಾನವು ತಡವಾಗಿ ಪ್ರಾರಂಭವಾಯಿತು.	ವಿದ್ಯುನ್ಮಾನ ಮತಯಂತ್ರಗಳಲ್ಲಿ (ಇವಿಎಂ) ತಾಂತ್ರಿಕ ದೋಷಗಳಿದ್ದು ಕೆಲವು ಮತಗಟ್ಟೆಗಳಲ್ಲಿ ಮತದಾನವನ್ನು ತಡವಾಗಿ ಪ್ರಾಆರಂಭಿಸಬೇಕಾಯಿತು.	1
voting began late in some polling centres due to technical glitches in electronic voting machines (evms).	ವಿದ್ಯುನ್ಮಾನ ಮತಯಂತ್ರಗಳಲ್ಲಿ (ಇವಿಎಂ) ತಾಂತ್ರಿಕ ದೋಷಗಳಿಂದಾಗಿ ಕೆಲವು ಮತಗಟ್ಟೆಗಳಲ್ಲಿ ಮತದಾನವು ತಡವಾಗಿ ಪ್ರಾರಂಭವಾಯಿತು.	ವಿದ್ಯುನ್ಮಾನ ಮತಯಂತ್ರಗಳಲ್ಲಿ (ಇವಿಎಂ) ತಾಂತ್ರಿಕ ದೋಷಗಳಿರಲಿಲ್ಲವಾದರೂ ಕೆಲವು ಮತಗಟ್ಟೆಗಳಲ್ಲಿ ಮತದಾನವು ತಡವಾಗಿ ಪ್ರಾರಂಭವಾಯಿತು.	0
the children are winners in the fields of art culture, innovation, scholastic, social service, sports and bravery.	ಈ ಮಕ್ಕಳು ಕಲೆ ಮತ್ತು ಸಂಸ್ಕೃತಿ, ಶೈಕ್ಷಣಿಕ, ಪಾಂಡಿತ್ಯ, ಸಮಾಜ ಸೇವೆ, ಕ್ರೀಡೆ ಮತ್ತು ಶೌರ್ಯ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ವಿಜೇತರಾಗಿದ್ದಾರೆ.	ಈ ಮಕ್ಕಳು ಶೈಕ್ಷಣಿಕ, ಪಾಂಡಿತ್ಯ, ಸಮಾಜ ಸೇವೆ, ಕಲೆ ಮತ್ತು ಸಂಸ್ಕೃತಿ,  ಕ್ರೀಡೆ ಮತ್ತು ಶೌರ್ಯ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ವಿಜೇತರಾಗಿದ್ದಾರೆ.	1
the children are winners in the fields of art culture, innovation, scholastic, social service, sports and bravery.	ಈ ಮಕ್ಕಳು ಕಲೆ ಮತ್ತು ಸಂಸ್ಕೃತಿ, ಶೈಕ್ಷಣಿಕ, ಪಾಂಡಿತ್ಯ, ಸಮಾಜ ಸೇವೆ, ಕ್ರೀಡೆ ಮತ್ತು ಶೌರ್ಯ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ವಿಜೇತರಾಗಿದ್ದಾರೆ.	ಈ ಯುವಕರು ಕಲೆ ಮತ್ತು ಸಂಸ್ಕೃತಿ, ಶೈಕ್ಷಣಿಕ, ಪಾಂಡಿತ್ಯ, ಸಮಾಜ ಸೇವೆ, ಕ್ರೀಡೆ ಮತ್ತು ಶೌರ್ಯ ಕ್ಷೇತ್ರಗಳಲ್ಲಿ ವಿಜೇತರಾಗಿದ್ದಾರೆ.	0
several fire engines have been rushed to the spot and efforts are on to douse the fire.	ಹಲವು ಅಗ್ನಿಶಾಮಕ ವಾಹನಗಳು ಸ್ಥಳಕ್ಕೆ ದೌಡಾಯಿಸಿದ್ದು, ಬೆಂಕಿಗೆ ನೀರೆರಚುವ ಯತ್ನದಲ್ಲಿವೆ.	ಸ್ಥಳಕ್ಕೆ ತೆರಳಿದ ಅನೇಕ ಅಗ್ನಿಶಾಮಕ ವಾಹನಗಳು ಬೆಂಕಿ ನಂದಿಸುವ ಯತ್ನದಲ್ಲಿವೆ.	1
several fire engines have been rushed to the spot and efforts are on to douse the fire.	ಹಲವು ಅಗ್ನಿಶಾಮಕ ವಾಹನಗಳು ಸ್ಥಳಕ್ಕೆ ದೌಡಾಯಿಸಿದ್ದು, ಬೆಂಕಿಗೆ ನೀರೆರಚುವ ಯತ್ನದಲ್ಲಿವೆ.	ಹಲವು ಅಗ್ನಿಶಾಮಕ ದಳದವರು ಸ್ಥಳಕ್ಕೆ ದೌಡಾಯಿಸಿ, ಬೆಂಕಿಗೆ ನೀರೆರಚುವ ಯೋಜನೆ ಮಾಡಲಾಗಿದೆ.	0
several eminent persons, including chief minister naveen patnaik, expressed grief over the demise of sunanda.	ಮುಖ್ಯಮಂತ್ರಿ ನವೀನ್ ಪಟ್ನಾಯಕ್ ಸೇರಿದಂತೆ ಹಲವು ಗಣ್ಯರು ಸುನಂದಾರ ನಿಧನಕ್ಕೆ ಸಂತಾಪ ಸೂಚಿಸಿದ್ದಾರೆ.	ಸುನಂದಾರ ಸಾವಿಗೆ ಮುಖ್ಯಮಂತ್ರಿ ನವೀನ್ ಪಟ್ನಾಯಕ್ ಹಾಗೂ ಅನೇಕ ಗಣ್ಯರು ಶೋಕ ವ್ಯಕ್ತಪಡೆಸಿದ್ದಾರೆ.	1
several eminent persons, including chief minister naveen patnaik, expressed grief over the demise of sunanda.	ಮುಖ್ಯಮಂತ್ರಿ ನವೀನ್ ಪಟ್ನಾಯಕ್ ಸೇರಿದಂತೆ ಹಲವು ಗಣ್ಯರು ಸುನಂದಾರ ನಿಧನಕ್ಕೆ ಸಂತಾಪ ಸೂಚಿಸಿದ್ದಾರೆ.	ಮುಖ್ಯಮಂತ್ರಿ ನವೀನ್ ಪಟ್ನಾಯಕ್ ಸೇರಿದಂತೆ ಹಲವು ಗಣ್ಯರು ಸುನಂದಾರ ನಿಧನದಿಂದ ಆಘಾತಕ್ಕೊಳಗಾಗಿದ್ದಾರೆ.	0
he is survived by his mother, wife, a son, a daughter and two brothers.	ಮೃತರು ತಾಯಿ, ಪತ್ನಿ, ಓರ್ವ ಪುತ್ರ, ಓರ್ವ ಪುತ್ರಿ ಹಾಗೂ ಇಬ್ಬರು ಸಹೋದರರನ್ನು ಅಗಲಿದ್ದಾರೆ.	ಮೃತರಿಗೆ ತಾಯಿ, ಪತ್ನಿ, ಓರ್ವ ಪುತ್ರ, ಓರ್ವ ಪುತ್ರಿ ಹಾಗೂ ಇಬ್ಬರು ಸಹೋದರರು ಇದ್ದಾರೆ.	1
he is survived by his mother, wife, a son, a daughter and two brothers.	ಮೃತರು ತಾಯಿ, ಪತ್ನಿ, ಓರ್ವ ಪುತ್ರ, ಓರ್ವ ಪುತ್ರಿ ಹಾಗೂ ಇಬ್ಬರು ಸಹೋದರರನ್ನು ಅಗಲಿದ್ದಾರೆ.	ಮೃತರು ತಾಯಿ, ಪತ್ನಿ,  ಇಬ್ಬರು ಪುತ್ರರು, ಓರ್ವ ಪುತ್ರಿ ಹಾಗೂ ಓರ್ವ ಸಹೋದರನನ್ನು ಅಗಲಿದ್ದಾರೆ.	0
chief secretary nilam sawhney, dgp gautam sawang, and other officials were among those participatated in the event.	ಮುಖ್ಯ ಕಾರ್ಯದರ್ಶಿ ನೀಲಂ ಸಾಹ್ನಿ, ಡಿಜಿಪಿ ಗೌತಮ್ ಸವಾಂಗ್ ಮತ್ತು ಇತರ ಅಧಿಕಾರಿಗಳು ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಭಾಗವಹಿಸಿದ್ದರು.	ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಮುಖ್ಯ ಕಾರ್ಯದರ್ಶಿ ನೀಲಂ ಸಾಹ್ನಿ, ಡಿಜಿಪಿ ಗೌತಮ್ ಸವಾಂಗ್ ಮತ್ತು ಇತರ ಅಧಿಕಾರಿಗಳು ಭಾಗವಹಿಸಿದ್ದರು.	1
chief secretary nilam sawhney, dgp gautam sawang, and other officials were among those participatated in the event.	ಮುಖ್ಯ ಕಾರ್ಯದರ್ಶಿ ನೀಲಂ ಸಾಹ್ನಿ, ಡಿಜಿಪಿ ಗೌತಮ್ ಸವಾಂಗ್ ಮತ್ತು ಇತರ ಅಧಿಕಾರಿಗಳು ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಭಾಗವಹಿಸಿದ್ದರು.	ಮುಖ್ಯ ಕಾರ್ಯದರ್ಶಿ ನೀಲಂ ಸಾಹ್ನಿ, ಡಿಜಿಪಿ ಗೌತಮ್ ಸವಾಂಗ್ ಮತ್ತು ಇತರ ಅಧಿಕಾರಿಗಳು ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಭಾಗವಹಿಸಿರಲಿಲ್ಲ.	0
have the juice of a lemon with a glass of warm water first thing in the morning.	ಬೆಳಿಗ್ಗೆ ಮೊಟ್ಟಮೊದಲು ಒಂದು ಲೋಟ ಬಿಸಿ ನೀರಿಗೆ ಒಂದು ನಿಂಬೆಯ ರಸವನ್ನು ಹಾಕಿ ಕುಡಿಯಿರಿ.	ಮುಂಜಾನೆ ಖಾಲಿ ಹೊಟ್ಟಯಲ್ಲಿ ಒಂದು ಲೋಟ ಬಿಸಿ ನೀರಿಗೆ ಒಂದು ನಿಂಬೆಯ ರಸವನ್ನು ಹಾಕಿ ಕುಡಿಯಿರಿ.	1
have the juice of a lemon with a glass of warm water first thing in the morning.	ಬೆಳಿಗ್ಗೆ ಮೊಟ್ಟಮೊದಲು ಒಂದು ಲೋಟ ಬಿಸಿ ನೀರಿಗೆ ಒಂದು ನಿಂಬೆಯ ರಸವನ್ನು ಹಾಕಿ ಕುಡಿಯಿರಿ.	ಬೆಳಿಗ್ಗೆ ಮೊಟ್ಟಮೊದಲು ಒಂದು ಲೋಟ ಬಿಸಿ ನೀರಿಗೆ ಒಂದು ನಿಂಬೆಯ ರಸವನ್ನು ಹಾಕಿ ಕುಡಿಯಬೇಡಿ.	0
chennai: officials probing the death of iit madras student fathima latheef recorded the statement of her father.	ಚೆನ್ನೈ:  ಐಐಟಿ ಮದ್ರಾಸಿನ ವಿದ್ಯಾರ್ಥಿನಿ ಫತಿಮಾ ಲತೀಫರ ಮರಣದ ಬಗ್ಗೆ  ತನಿಖೆ ನಡೆಸುತ್ತಿರುವ ಅಧಿಕಾರಿಗಳು ಅವಳ ತಂದೆಯ ಹೇಳಿಕೆಯನ್ನು ದಾಖಲಿಸಿಕೊಂಡಿಲ್ಲ.	ಚೆನ್ನೈ: ಫತಿಮಾ ಲತೀಫ,  ಐಐಟಿ ಮದ್ರಾಸಿನ ವಿದ್ಯಾರ್ಥಿನಿಯ  ಸಾವಿನ ಪ್ರಕರಣದ ತನಿಖೆ ನಡೆಸುತ್ತಿರುವ ಅಧಿಕಾರಿಗಳು ಆಕೆಯ ತಂದೆಯ ಹೇಳಿಕೆಯನ್ನು ದಾಖಲಿಸಿಕೊಂಡಿದ್ದಾರೆ.	1
chennai: officials probing the death of iit madras student fathima latheef recorded the statement of her father.	ಚೆನ್ನೈ:  ಐಐಟಿ ಮದ್ರಾಸಿನ ವಿದ್ಯಾರ್ಥಿನಿ ಫತಿಮಾ ಲತೀಫರ ಮರಣದ ಬಗ್ಗೆ  ತನಿಖೆ ನಡೆಸುತ್ತಿರುವ ಅಧಿಕಾರಿಗಳು ಅವಳ ತಂದೆಯ ಹೇಳಿಕೆಯನ್ನು ದಾಖಲಿಸಿಕೊಂಡಿಲ್ಲ.	ಚೆನ್ನೈ:  ಐಐಟಿ ಮದ್ರಾಸಿನ ವಿದ್ಯಾರ್ಥಿನಿ ಫತಿಮಾ ಲತೀಫರ ಮರಣದ ಬಗ್ಗೆ  ತನಿಖೆ ನಡೆಸುತ್ತಿರುವ ಅಧಿಕಾರಿಗಳು ಅವಳ ತಂದೆಯ ಹೇಳಿಕೆಯನ್ನು ದಾಖಲಿಸಿಕೊಂಡಿದ್ದಾರೆ.	0
